poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
"shopping_mall,restaurant,food,store",howl,4,0.4,4,0,0
"shopping_mall,restaurant,food,store",’ s,3,0.32,3,0,0
"shopping_mall,restaurant,food,store",taste profiles,2,0.47,2,0,0
"shopping_mall,restaurant,food,store",japanese beef,2,0.28,2,0,0
"shopping_mall,restaurant,food,store",’ ve,2,0.41,2,0,0
"shopping_mall,restaurant,food,store",friendly,1,0.29,1,0,0
"shopping_mall,restaurant,food,store",knowledgeable owners,1,0.29,1,0,0
"bar,cafe,night_club,restaurant,food",hokkien,3,0.27,3,0,0
"bar,cafe,night_club,restaurant,food",alcoholic drinks,2,0.24,2,0,0
"bar,cafe,night_club,restaurant,food",brussel sprouts,2,0.27,2,0,0
"bar,cafe,night_club,restaurant,food",wok hey,2,0.27,2,0,0
"bar,cafe,night_club,restaurant,food",’ s,2,0.27,2,0,0
"bar,cafe,night_club,restaurant,food",nice,2,0.36,2,0,0
"bar,cafe,night_club,restaurant,food",hokkien mee,2,0.26,2,0,0
"bar,cafe,night_club,restaurant,food",long walk,1,0.22,1,0,0
"bar,cafe,night_club,restaurant,food",huge assortment,1,0.22,1,0,0
"bar,cafe,night_club,restaurant,food",good appetizers,1,0.22,1,0,0
travel_agency,singapore,5,0.24,4,0,1
travel_agency,overall,4,0.18,2,0,2
travel_agency,highly,3,0.39,3,0,0
travel_agency,ambok,3,0.4,3,0,0
travel_agency,transtar,3,0.04,0,0,3
travel_agency,enjoy,2,0.5,2,0,0
travel_agency,marina,2,-0.02,0,0,2
travel_agency,jen,2,-0.02,0,0,2
travel_agency,’ s,2,0.23,1,0,1
travel_agency,online checkin,2,-0.13,0,2,0
"gas_station,convenience_store,store,food",’ s,2,0.03,0,0,2
"gas_station,convenience_store,store,food",don ’ t,2,0.03,0,0,2
"gas_station,convenience_store,store,food",outdoor staff,2,0.19,2,0,0
"gas_station,convenience_store,store,food",grey machine,2,0.24,2,0,0
"gas_station,convenience_store,store,food",good fuel price,1,0.25,1,0,0
"gas_station,convenience_store,store,food",process cos need,1,0.25,1,0,0
"gas_station,convenience_store,store,food",smart,1,0.25,1,0,0
"gas_station,convenience_store,store,food",activate pump,1,0.25,1,0,0
"gas_station,convenience_store,store,food",u pump,1,0.25,1,0,0
"gas_station,convenience_store,store,food",need,1,0.25,1,0,0
"beauty_salon,hair_care,spa,health",shr,3,0.26,3,0,0
"beauty_salon,hair_care,spa,health",joan,2,0.18,2,0,0
"beauty_salon,hair_care,spa,health",didn ’ t,2,0.22,2,0,0
"beauty_salon,hair_care,spa,health",time treatment session,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",aaron,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",boyzilian area,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",butt cheeks,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",chest area,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",responsible staff u,1,0.22,1,0,0
"beauty_salon,hair_care,spa,health",thank you,1,0.22,1,0,0
"jewelry_store,clothing_store,store",gucci,4,-0.16,0,4,0
"jewelry_store,clothing_store,store",thank,3,0.48,3,0,0
"jewelry_store,clothing_store,store",singapore,3,-0.12,0,3,0
"jewelry_store,clothing_store,store",family member,2,0.39,2,0,0
"jewelry_store,clothing_store,store",isaac,2,0.22,2,0,0
"jewelry_store,clothing_store,store",great time,1,0.84,1,0,0
"jewelry_store,clothing_store,store",sa shirley,1,0.84,1,0,0
"jewelry_store,clothing_store,store",mbs,1,0.39,1,0,0
"jewelry_store,clothing_store,store",iconic bracelet,1,0.39,1,0,0
"jewelry_store,clothing_store,store",n't end,1,0.39,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",matcha latte,4,0.12,3,1,0
"cafe,liquor_store,bar,restaurant,store,food",’ s,2,0.2,2,0,0
"cafe,liquor_store,bar,restaurant,store,food",kyoto,1,0.22,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",taste,1,0.22,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",1st cup,1,0.22,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",espresso,1,0.22,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",ice,1,0.22,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",good cup,1,0.5,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",oat milk latte,1,0.5,1,0,0
"cafe,liquor_store,bar,restaurant,store,food",perfect balance,1,0.5,1,0,0
"beauty_salon,shopping_mall,hair_care",highly,2,0.22,2,0,0
"beauty_salon,shopping_mall,hair_care",cny,2,0.17,2,0,0
"beauty_salon,shopping_mall,hair_care",love,2,0.24,2,0,0
"beauty_salon,shopping_mall,hair_care",will,2,0.3,2,0,0
"beauty_salon,shopping_mall,hair_care",doom hair salon,1,0.26,1,0,0
"beauty_salon,shopping_mall,hair_care",bukit timah,1,0.26,1,0,0
"beauty_salon,shopping_mall,hair_care",skilful massage,1,0.26,1,0,0
"beauty_salon,shopping_mall,hair_care",didn ’ t,1,0.26,1,0,0
"beauty_salon,shopping_mall,hair_care",amazing job,1,0.26,1,0,0
"beauty_salon,shopping_mall,hair_care",overall atmosphere,1,0.26,1,0,0
"liquor_store,bar,food,store",’ t,2,0.26,2,0,0
"liquor_store,bar,food,store",lunch meeting,1,0.14,1,0,0
"liquor_store,bar,food,store",chill wine,1,0.14,1,0,0
"liquor_store,bar,food,store",cbd,1,0.14,1,0,0
"liquor_store,bar,food,store",friendly staff,1,0.14,1,0,0
"liquor_store,bar,food,store",big choice,1,0.14,1,0,0
"liquor_store,bar,food,store",red wine,1,0.14,1,0,0
"liquor_store,bar,food,store",asia sq,1,0.36,1,0,0
"liquor_store,bar,food,store",intimate atmosphere,1,0.36,1,0,0
"liquor_store,bar,food,store",lengthy walk-in wine fridge,1,0.36,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",’ s,4,0.23,4,0,0
"spa,doctor,hair_care,beauty_salon,health,store",jase,3,0.24,3,0,0
"spa,doctor,hair_care,beauty_salon,health,store",dr lew,2,0.14,2,0,0
"spa,doctor,hair_care,beauty_salon,health,store",’ ve,2,0.18,2,0,0
"spa,doctor,hair_care,beauty_salon,health,store",leaving,1,0.14,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",dr eileen lew,1,0.14,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",pleasant personality💯- humble,1,0.14,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",treats people,1,0.14,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",truly,1,0.14,1,0,0
"spa,doctor,hair_care,beauty_salon,health,store",friendly clinic assistants,1,0.14,1,0,0
"restaurant,liquor_store,bar,store,food",fantastic,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",mount sinai,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",allows,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",ordered,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",bak kwa,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",pork,1,0.29,1,0,0
"restaurant,liquor_store,bar,store,food",pleasant microbrewery / restobar,1,0.06,0,0,1
"restaurant,liquor_store,bar,store,food",good choices,1,0.06,0,0,1
"restaurant,liquor_store,bar,store,food",decent grub,1,0.06,0,0,1
"restaurant,liquor_store,bar,store,food",ca n't,1,0.06,0,0,1
"restaurant,night_club,bar,food",highly,4,0.46,4,0,0
"restaurant,night_club,bar,food",love,3,0.5,3,0,0
"restaurant,night_club,bar,food",artistick,3,0.51,3,0,0
"restaurant,night_club,bar,food",nice,3,0.49,3,0,0
"restaurant,night_club,bar,food",malaysian,2,0.33,2,0,0
"restaurant,night_club,bar,food",mbs,2,0.18,2,0,0
"restaurant,night_club,bar,food",wide variety,2,0.48,2,0,0
"restaurant,night_club,bar,food",whether,2,0.51,2,0,0
"restaurant,night_club,bar,food",great meal,2,0.51,2,0,0
"restaurant,night_club,bar,food",veil,2,0.54,2,0,0
"supermarket,grocery_or_supermarket,food,health,store",china,2,-0.05,0,0,2
"supermarket,grocery_or_supermarket,food,health,store",wide variety,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",various countries,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",taiwan,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",japan,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",malaysia,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",korea,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",happened,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",red dates,1,-0.05,0,0,1
"supermarket,grocery_or_supermarket,food,health,store",big packet,1,-0.05,0,0,1
"beauty_salon,school,store",’ s,4,0.09,0,0,4
"beauty_salon,school,store",’ d,2,0.09,0,0,2
"beauty_salon,school,store",lip embroidery,2,-0.16,0,2,0
"beauty_salon,school,store",alright,1,0.09,0,0,1
"beauty_salon,school,store",semi-permanent makeup course,1,0.09,0,0,1
"beauty_salon,school,store",instructor ’ s,1,0.09,0,0,1
"beauty_salon,school,store",english,1,0.09,0,0,1
"beauty_salon,school,store",so-called ‘ academy ’,1,0.09,0,0,1
"beauty_salon,school,store",picture,1,0.09,0,0,1
"beauty_salon,school,store",dingy warehouse,1,0.09,0,0,1
"bar,cafe,food",bbq,2,0.39,2,0,0
"bar,cafe,food",joy,2,0.54,2,0,0
"bar,cafe,food",spectra,2,0.48,2,0,0
"bar,cafe,food",dallas,2,0.48,2,0,0
"bar,cafe,food",may,2,0.48,2,0,0
"bar,cafe,food",beautiful fountains,1,0.34,1,0,0
"bar,cafe,food",average food,1,0.34,1,0,0
"bar,cafe,food",popular,1,0.34,1,0,0
"bar,cafe,food",vibrant atmosphere,1,0.34,1,0,0
"bar,cafe,food",busy times,1,0.34,1,0,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",cny,3,0.3,3,0,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",shopee,2,-0.2,0,2,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",didn ’ t,2,-0.02,0,1,1
"convenience_store,supermarket,grocery_or_supermarket,food,store",shop assistant,2,-0.2,0,2,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",i queue,2,0.11,2,0,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",qr,2,0.11,2,0,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",time i,2,-0.02,0,1,1
"convenience_store,supermarket,grocery_or_supermarket,food,store",a-e,2,-0.25,0,2,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",bad attitude,2,-0.19,0,2,0
"convenience_store,supermarket,grocery_or_supermarket,food,store",decent,1,0.17,1,0,0
"beauty_salon,spa",tracy,6,0.22,6,0,0
"beauty_salon,spa",highly,4,0.31,4,0,0
"beauty_salon,spa",yan,3,0.16,3,0,0
"beauty_salon,spa",eyebrow embroidery,3,0.26,3,0,0
"beauty_salon,spa",’ s,3,0.17,3,0,0
"beauty_salon,spa",kk,3,0.25,3,0,0
"beauty_salon,spa",’ m,3,0.24,3,0,0
"beauty_salon,spa",citi,2,0.26,2,0,0
"beauty_salon,spa",ipl,2,0.16,2,0,0
"beauty_salon,spa",face,2,0.25,2,0,0
"gym,spa,park,beauty_salon,health",eileen,2,0.29,2,0,0
"gym,spa,park,beauty_salon,health",’ ll,2,0.32,2,0,0
"gym,spa,park,beauty_salon,health",lush greenery,2,0.32,2,0,0
"gym,spa,park,beauty_salon,health",worth,2,0.32,2,0,0
"gym,spa,park,beauty_salon,health",aramsa,2,0.4,2,0,0
"gym,spa,park,beauty_salon,health",jane,2,0.36,2,0,0
"gym,spa,park,beauty_salon,health",massage session,1,0.45,1,0,0
"gym,spa,park,beauty_salon,health",stephanie,1,0.45,1,0,0
"gym,spa,park,beauty_salon,health",great care,1,0.45,1,0,0
"gym,spa,park,beauty_salon,health",reservation timing,1,0.45,1,0,0
"bakery,restaurant,store,food",’ s,2,0.24,2,0,0
"bakery,restaurant,store,food",’ ve,1,0.24,1,0,0
"bakery,restaurant,store,food",perfect spot,1,0.24,1,0,0
"bakery,restaurant,store,food",roti prata,1,0.24,1,0,0
"bakery,restaurant,store,food",north indian naan stands,1,0.24,1,0,0
"bakery,restaurant,store,food",wide selection,1,0.24,1,0,0
"bakery,restaurant,store,food",flavorful gravies,1,0.24,1,0,0
"bakery,restaurant,store,food",comfortable environment,1,0.24,1,0,0
"bakery,restaurant,store,food",prices,1,0.24,1,0,0
"bakery,restaurant,store,food",qr,1,0.24,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",tiramisu,3,0.39,3,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",thank,2,0.28,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",handmade pappardelle,2,0.28,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",crab pasta,2,0.34,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",gst,2,0.15,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",service charge,2,0.15,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",staff,1,0.28,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",complimentary,1,0.28,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",came,1,0.28,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,restaurant,food,store",rye bread,1,0.28,1,0,0
"book_store,cafe,store,food",book room,2,0.28,2,0,0
"book_store,cafe,store,food",spacious,1,0.3,1,0,0
"book_store,cafe,store,food",good books,1,0.3,1,0,0
"book_store,cafe,store,food",reasonable +,1,0.3,1,0,0
"book_store,cafe,store,food",affordable price,1,0.3,1,0,0
"book_store,cafe,store,food",'s aesthetic,1,0.3,1,0,0
"book_store,cafe,store,food",kid 's books,1,0.3,1,0,0
"book_store,cafe,store,food",big glass window,1,0.3,1,0,0
"book_store,cafe,store,food",wonderful place,1,0.61,1,0,0
"book_store,cafe,store,food",great ambience,1,0.61,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",’ s,5,0.21,5,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",korean,2,0.22,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",ice cream,2,0.2,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",red bean,2,0.22,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",sweet potato waffle,2,0.2,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",’ re,2,0.2,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",signature injeolmi bingsu,2,0.25,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",oreo waffle,2,0.25,2,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",dessert cafe,1,0.19,1,0,0
"meal_delivery,meal_takeaway,grocery_or_supermarket,cafe,bakery,store,restaurant,food",nostalgic favourite,1,0.19,1,0,0
"florist,store",floral magic,7,0.34,7,0,0
"florist,store",wonderful flora,6,0.54,6,0,0
"florist,store",fiore dorato,5,0.33,5,0,0
"florist,store",fabian,4,0.46,4,0,0
"florist,store",go-to florist,3,0.27,3,0,0
"florist,store",wedding day,3,0.27,3,0,0
"florist,store",eflora,2,0.7,2,0,0
"florist,store",linnette,2,0.42,2,0,0
"florist,store",thanks,2,0.42,2,0,0
"florist,store",calla lilies,2,0.19,2,0,0
"restaurant,bar,food,health,store",viva loca,3,0.33,3,0,0
"restaurant,bar,food,health,store",overall,2,0.28,2,0,0
"restaurant,bar,food,health,store",environment,1,0.15,1,0,0
"restaurant,bar,food,health,store",weekend lunch,1,0.15,1,0,0
"restaurant,bar,food,health,store",price,1,0.15,1,0,0
"restaurant,bar,food,health,store",pani puri,1,0.15,1,0,0
"restaurant,bar,food,health,store",chimichanga,1,0.15,1,0,0
"restaurant,bar,food,health,store",biryani,1,0.15,1,0,0
"restaurant,bar,food,health,store",samosa,1,0.15,1,0,0
"restaurant,bar,food,health,store",negative star button,1,-0.21,0,1,0
"car_wash,car_rental,car_repair,store",kgc,3,0.12,3,0,0
"car_wash,car_rental,car_repair,store",paint scratches,2,0.12,2,0,0
"car_wash,car_rental,car_repair,store",car camera,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",left car bumper,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",general number,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",ms ang,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",customer service,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",helpful staff,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",thank,1,0.12,1,0,0
"car_wash,car_rental,car_repair,store",price,1,-0.01,0,0,1
"meal_takeaway,bakery,store,restaurant,food",’ s,2,-0.23,0,2,0
"meal_takeaway,bakery,store,restaurant,food",dishonest,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",doesn ’ t pay,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",be,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",cny,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",haven ’ t pay,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",dishonest owner,1,-0.23,0,1,0
"meal_takeaway,bakery,store,restaurant,food",jellyhearts,1,0.44,1,0,0
"meal_takeaway,bakery,store,restaurant,food",birthday celebration,1,0.44,1,0,0
"meal_takeaway,bakery,store,restaurant,food",cheescake goodness,1,0.44,1,0,0
"pet_store,store",’ s,7,0.31,7,0,0
"pet_store,store",’ m,7,-0.12,2,5,0
"pet_store,store",plc,6,0.11,3,0,3
"pet_store,store",kitty,6,0.26,6,0,0
"pet_store,store",thanks,5,0.28,5,0,0
"pet_store,store",highly,5,0.38,5,0,0
"pet_store,store",fiona,5,0.42,5,0,0
"pet_store,store",friendly staff,4,0.3,4,0,0
"pet_store,store",pets,4,0.5,4,0,0
"pet_store,store",thank,4,0.34,4,0,0
general_contractor,kelvin,13,0.15,10,0,3
general_contractor,highly,10,0.4,10,0,0
general_contractor,wee,8,0.29,8,0,0
general_contractor,nice,7,0.64,7,0,0
general_contractor,thank,7,0.37,7,0,0
general_contractor,’ s,7,0.28,6,0,1
general_contractor,overall,6,0.27,6,0,0
general_contractor,artrend,6,0.26,6,0,0
general_contractor,thanks,5,0.22,4,1,0
general_contractor,great experience,5,0.29,5,0,0
"meal_delivery,food,store",’ ve,2,0.4,2,0,0
"meal_delivery,food,store",liang,2,0.4,2,0,0
"meal_delivery,food,store",overall,1,0.34,1,0,0
"meal_delivery,food,store",food wise,1,0.34,1,0,0
"meal_delivery,food,store",bad ...,1,0.34,1,0,0
"meal_delivery,food,store",catering,1,0.4,1,0,0
"meal_delivery,food,store",full buffet setups,1,0.4,1,0,0
"meal_delivery,food,store",excellent feedback,1,0.4,1,0,0
"meal_delivery,food,store",accommodate last-minute changes,1,0.4,1,0,0
"meal_delivery,food,store",delivery team,1,0.4,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",tuna tataki,2,0.18,1,0,1
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",staff,2,0.26,2,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",pretty tasty,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",am,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",fish person,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",red snapper,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",mango trifle dessert,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",portions,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",smallish side,1,0.29,1,0,0
"restaurant,cafe,meal_delivery,bar,meal_takeaway,store,food",tiong bahru,1,0.29,1,0,0
"clothing_store,pharmacy,health,store",watsons,9,0.23,5,2,2
"clothing_store,pharmacy,health,store",serene,4,-0.04,1,3,0
"clothing_store,pharmacy,health,store",don ’ t,4,-0.05,0,1,3
"clothing_store,pharmacy,health,store",indian cashier,4,-0.13,0,4,0
"clothing_store,pharmacy,health,store",customer service,3,0.05,1,2,0
"clothing_store,pharmacy,health,store",self service machine,3,-0.23,0,3,0
"clothing_store,pharmacy,health,store",ms ee,3,0.52,3,0,0
"clothing_store,pharmacy,health,store",correct direction,3,-0.13,0,3,0
"clothing_store,pharmacy,health,store",watson,3,0.16,1,0,2
"clothing_store,pharmacy,health,store",parkway parade,2,-0.02,0,0,2
plumber,electrical work,1,0.27,1,0,0
plumber,price,1,0.27,1,0,0
plumber,keep,1,0.27,1,0,0
plumber,master bedroom basin,1,0.02,0,0,1
plumber,parts n,1,0.02,0,0,1
plumber,n tear,1,0.02,0,0,1
plumber,google,1,0.02,0,0,1
plumber,hock,1,0.02,0,0,1
plumber,issues n,1,0.02,0,0,1
plumber,free n,1,0.02,0,0,1
"tourist_attraction,zoo,park",’ s,5,0.32,5,0,0
"tourist_attraction,zoo,park",wild animals,2,0.37,2,0,0
"tourist_attraction,zoo,park",walking,2,0.37,2,0,0
"tourist_attraction,zoo,park",amphitheater,2,0.37,2,0,0
"tourist_attraction,zoo,park",wonders,2,0.35,2,0,0
"tourist_attraction,zoo,park",amazon,2,0.35,2,0,0
"tourist_attraction,zoo,park",honestly,1,0.3,1,0,0
"tourist_attraction,zoo,park",show didn ’ t,1,0.3,1,0,0
"tourist_attraction,zoo,park",couldn ’ t,1,0.3,1,0,0
"tourist_attraction,zoo,park",don ’ t,1,0.3,1,0,0
"pharmacy,clothing_store,health,store",plastic bag,3,-0.02,0,0,3
"pharmacy,clothing_store,health,store",went,2,0.13,1,0,1
"pharmacy,clothing_store,health,store",bel,2,0.31,2,0,0
"pharmacy,clothing_store,health,store",thanks,2,0.31,2,0,0
"pharmacy,clothing_store,health,store",weekday morning 8am+,1,-0.02,0,0,1
"pharmacy,clothing_store,health,store",self checkout,1,-0.02,0,0,1
"pharmacy,clothing_store,health,store",self checkout machine,1,-0.02,0,0,1
"pharmacy,clothing_store,health,store",staff rush,1,-0.02,0,0,1
"pharmacy,clothing_store,health,store",massive,1,0.24,1,0,0
"pharmacy,clothing_store,health,store",orchard,1,0.24,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",genista,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",lane coffee cart,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",shop front,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",good time,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",kitchen towels,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",pochaco,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",book —,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",lil ducky dreams,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",adventuring,1,0.26,1,0,0
"home_goods_store,meal_takeaway,restaurant,food,store",’ s,1,0.26,1,0,0
"dentist,health",thank,12,0.3,10,0,2
"dentist,health",leong,9,0.29,9,0,0
"dentist,health",highly,8,0.35,8,0,0
"dentist,health",will,7,0.24,6,0,1
"dentist,health",’ s,5,0.27,4,0,1
"dentist,health",overall,5,0.28,4,0,1
"dentist,health",endodontist,5,0.13,5,0,0
"dentist,health",implantdontics clinic,5,0.29,5,0,0
"dentist,health",dr,4,0.29,4,0,0
"dentist,health",great experience,4,0.39,4,0,0
"convenience_store,grocery_or_supermarket,store,food",’ s,7,0.02,1,0,6
"convenience_store,grocery_or_supermarket,store,food",peach milk tea,4,0.04,0,0,4
"convenience_store,grocery_or_supermarket,store,food",’ m,3,0.03,2,1,0
"convenience_store,grocery_or_supermarket,store,food",don ’ t,3,-0.01,0,0,3
"convenience_store,grocery_or_supermarket,store,food",’ t,3,0.08,2,0,1
"convenience_store,grocery_or_supermarket,store,food",drop-off point,3,-0.03,0,0,3
"convenience_store,grocery_or_supermarket,store,food",thank,2,-0.1,0,1,1
"convenience_store,grocery_or_supermarket,store,food",bubble tea,2,0.04,0,0,2
"convenience_store,grocery_or_supermarket,store,food",’ re,2,0.0,0,0,2
"convenience_store,grocery_or_supermarket,store,food",heineken,2,0.13,2,0,0
"bar,liquor_store,store",’ re,2,0.2,2,0,0
"bar,liquor_store,store",’ s,2,0.24,2,0,0
"bar,liquor_store,store",craft beer,2,0.19,2,0,0
"bar,liquor_store,store",’ ve,1,0.24,1,0,0
"bar,liquor_store,store",locality craft beers,1,0.24,1,0,0
"bar,liquor_store,store",favorite spots,1,0.24,1,0,0
"bar,liquor_store,store",craft beers —,1,0.24,1,0,0
"bar,liquor_store,store",strong focus,1,0.24,1,0,0
"bar,liquor_store,store",singaporean,1,0.24,1,0,0
"bar,liquor_store,store",brews —,1,0.24,1,0,0
"grocery_or_supermarket,restaurant,food,store",ntu,4,0.49,4,0,0
"grocery_or_supermarket,restaurant,food,store",bak kwa,3,0.67,3,0,0
"grocery_or_supermarket,restaurant,food,store",highly,2,0.46,2,0,0
"grocery_or_supermarket,restaurant,food,store",paik,2,0.47,2,0,0
"grocery_or_supermarket,restaurant,food,store",bibim,2,0.47,2,0,0
"grocery_or_supermarket,restaurant,food,store",reasonable food quality,1,-0.02,0,0,1
"grocery_or_supermarket,restaurant,food,store",food preparation,1,-0.02,0,0,1
"grocery_or_supermarket,restaurant,food,store",pretty decent bibimbap,1,0.18,1,0,0
"grocery_or_supermarket,restaurant,food,store",rice cake,1,0.18,1,0,0
"grocery_or_supermarket,restaurant,food,store",veg noodles,1,0.18,1,0,0
"bar,store",axe factor,8,0.32,8,0,0
"bar,store",’ re,4,0.37,4,0,0
"bar,store",ruilin,3,0.31,3,0,0
"bar,store",rom,3,0.3,3,0,0
"bar,store",’ s,2,0.33,2,0,0
"bar,store",serenity darts,2,0.21,2,0,0
"bar,store",thanks,2,0.21,2,0,0
"bar,store",we had so much fun here,1,0.15,1,0,0
"bar,store",bought,1,0.15,1,0,0
"bar,store",time slot,1,0.15,1,0,0
"bar,meal_takeaway,restaurant,food,store",fish,2,0.33,2,0,0
"bar,meal_takeaway,restaurant,food,store",additional pork,1,0.34,1,0,0
"bar,meal_takeaway,restaurant,food,store",egg yolk buns,1,0.34,1,0,0
"bar,meal_takeaway,restaurant,food,store",packed,1,0.34,1,0,0
"bar,meal_takeaway,restaurant,food,store",skewers,1,0.34,1,0,0
"bar,meal_takeaway,restaurant,food,store",huge drink fridge 烤鱼was food court,1,0.12,1,0,0
"bar,meal_takeaway,restaurant,food,store",dollars ..,1,0.12,1,0,0
"bar,meal_takeaway,restaurant,food,store",hotpot,1,0.12,1,0,0
"bar,meal_takeaway,restaurant,food,store",spend,1,0.12,1,0,0
"bar,meal_takeaway,restaurant,food,store",additional hot water,1,0.12,1,0,0
"restaurant,cafe,night_club,bar,food",thirsty neko,6,0.4,6,0,0
"restaurant,cafe,night_club,bar,food",japanese-inspired,2,0.41,2,0,0
